TR:MCF7:CellLine,TR:EGF:Stimuli,TR:FGF1:Stimuli,TR:HGF:Stimuli,TR:IGF1:Stimuli,TR:Insulin:Stimuli,TR:NRG1:Stimuli,TR:PBS:Stimuli,TR:Serum:Stimuli,TR:GSK690693:Inhibitors,TR:GSK690693_GSK1120212:Inhibitors,TR:PD173074:Inhibitors,DA:ALL,DV:4EBP1_pS65,DV:ACC_pS79,DV:AKT_pS473,DV:AKT_pT308,DV:AMPK_pT172,DV:BAD_pS112,DV:c-JUN_pS73,DV:c-Met_pY1235,DV:c-Raf_pS338,DV:CHK1_pS345,DV:CHK2_pT68,DV:EGFR_pY1068,DV:EGFR_pY1173,DV:EGFR_pY992,DV:ER-alpha_pS118,DV:FOXO3a_pS318_S321,DV:GSK3-alpha-beta_pS21_S9,DV:GSK3-alpha-beta_pS9,DV:HER2_pY1248,DV:JNK_pT183_pT185,DV:MAPK_pT202_Y204,DV:MEK1_pS217_S221,DV:mTOR_pS2448,DV:NF-kB-p65_pS536,DV:p27_pT157,DV:p27_pT198,DV:p38_pT180_Y182,DV:p70S6K_pT389,DV:p90RSK_pT359_S363,DV:PDK1_pS241,DV:PKC-alpha_pS657,DV:PRAS40_pT246,DV:Rb_pS807_S811,DV:S6_pS235_S236,DV:S6_pS240_S244,DV:Src_pY416,DV:Src_pY527,DV:STAT3_pY705,DV:TAZ_pS89,DV:YAP_pS127,DV:YB-1_PS102
1,0,0,0,0,0,0,0,0,0,1,0,0,0.8440706758,0.130661248739,0.398630659164,0.543704512108,1.82501596553,0.678358931713,0.411473827897,0.420062922532,0.241894316402,0.237740243925,0.161093547153,0.106803881575,0.461220464374,0.129117367331,0.845743094153,0.464703436237,1.0830784435,1.14107700067,1.17068430339,0.195865801535,0.0580027567335,0.131938640256,0.335227882502,0.510419659976,0.621126146541,0.434468024438,0.15412403267,2.54199238055,0.640992283323,1.23157892066,0.190605521463,1.42293549635,1.73877144347,2.93506953339,1.02497263016,0.0765955228672,0.972793783759,0.177062466894,0.492410580943,0.464086723851,0.522538407906
1,0,0,0,0,0,0,0,0,0,1,0,0,0.717577508758,0.168743436668,0.510540197023,0.595470225668,2.03191190905,0.595465329666,0.358891578221,0.438650920235,0.298025282405,0.256120208078,0.200134721932,0.0813357874212,0.407212914176,0.12305032866,0.814548831774,0.456442898615,1.17935320408,1.35640988212,1.34376734454,0.197085764478,0.0553811658613,0.14251545927,0.477086542937,0.520979104607,0.57391570992,0.416337444769,0.156504003739,2.32588078197,0.578788151383,1.17037335098,0.205407011748,1.22845445121,1.93372214937,3.51080590081,1.07956730209,0.0818826150051,1.17605480655,0.178952753109,0.535509030588,0.362199969588,0.557393729297
1,0,0,0,0,0,0,0,0,0,0,0,0,0.738526867796,0.190628806473,0.0855965037809,0.205729101672,1.88331615904,0.574103263461,0.344174691797,0.473105423536,0.274695786722,0.269813801076,0.197138824088,0.0865205597808,0.420068493642,0.127363603394,0.906115541627,0.447644372442,1.16822548649,1.31844039901,1.49054078188,0.189318372321,0.213109141421,0.191733186148,0.605736520049,0.525116309781,0.578470613,0.38100837722,0.151403544918,1.93529625064,0.538434148983,1.10982422992,0.188828360029,1.07810265067,2.1568114621,3.19595589018,1.23191370264,0.0825469300304,1.24075741947,0.177706344986,0.548187550139,0.351042158691,0.470051417532
1,0,0,0,0,0,0,0,0,0,0,0,0,0.724686289635,0.13521038625,0.0616261561224,0.222609720076,2.02834907574,0.624982164455,0.408312022419,0.477582077308,0.243823831903,0.258678743927,0.225096230782,0.080132004997,0.447271820253,0.11446646185,0.870513570412,0.483640693907,1.14480994605,1.32675215337,1.32152694911,0.200646029176,0.193933547534,0.17135001631,0.498077589958,0.471448757348,0.607102322872,0.447895244387,0.162911312234,1.91496078325,0.635326389366,1.16132058589,0.194227422961,1.11446972387,1.98493855191,2.91027519657,1.17866939565,0.0931358102268,1.11425058802,0.191332887857,0.556475100353,0.379401808369,0.595363900428
1,0,0,0,0,0,0,0,0,0,0,0,0,0.892560700267,0.152874653698,0.077190799609,0.238892526227,2.16273966387,0.666144929947,0.383217713567,0.422656690276,0.274544707591,0.222171499376,0.181059813399,0.0974990196416,0.346555118488,0.088856292311,0.693088963497,0.49316913199,1.0784180955,1.04725891449,1.18250358285,0.136770349215,0.207132235129,0.202802570108,0.362022421174,0.580677549853,0.528179352373,0.384260482757,0.184444348003,2.46007247508,0.529736386455,1.24808499173,0.186070233795,1.34213237657,1.89586372102,3.65713093211,1.29561138141,0.0907761418574,1.05117306849,0.150873630098,0.553030784209,0.477386253349,0.558914637194
1,0,0,0,0,0,0,0,0,0,0,0,0,0.744046595399,0.214133095525,0.0725433658568,0.20823124274,2.29285243836,0.615812427808,0.355500739018,0.492209732274,0.333175804528,0.263502355769,0.214812193919,0.0788798399162,0.476265386846,0.106820640213,0.825641632659,0.450320342295,1.17148982285,1.23253347246,1.44695725163,0.173728472145,0.169007047335,0.173210105028,0.631516030878,0.506737402576,0.61555978354,0.45595213532,0.165531208397,1.75616293524,0.584217328613,1.15880581237,0.208018802454,1.00113329274,2.20368023225,3.14886533901,1.43078861033,0.0891744875311,1.1854493509,0.196073557539,0.653259233253,0.405928443044,0.511161636911
1,0,0,0,0,0,0,0,0,1,0,0,0,0.846438964501,0.175246293498,0.51224428703,0.78523026161,1.6052659732,0.552903525259,0.384677805603,0.46049942701,0.434710375646,0.214949431728,0.200913440915,0.0856592608357,0.422753712554,0.117919317397,0.820450561155,0.481887252046,1.10182531215,1.24900611246,1.21046656999,0.184713121148,0.366882993951,0.298865419478,0.407308206205,0.461499060278,0.579379338603,0.471839683964,0.172235281814,2.19605313738,0.600849306917,1.19158903602,0.209864294828,1.33266152605,1.83512906963,1.77284018113,0.705673752101,0.0780661413026,1.16737393416,0.18266269059,0.5935570119,0.401751465684,0.519598567078
1,0,0,0,0,0,0,0,0,0,0,0,0,0.824884209564,0.153319947363,0.0924129516313,0.402231606489,1.4731433089,0.597103690661,0.409388401618,0.468662871522,0.456867253363,0.245198251448,0.188090739278,0.0809216321606,0.425828099975,0.119280870875,0.742511994308,0.488999229492,1.25629311653,1.35267547888,1.31761537432,0.180739005927,0.288562975974,0.257397049263,0.427461103181,0.461713636371,0.602313577115,0.470307934187,0.186877915868,2.25510833517,0.618883273097,1.14039853027,0.197476020964,1.39653106326,2.09736649247,1.96019321388,0.951146308913,0.078551620967,1.13574574549,0.175095109119,0.708129236907,0.44402120418,0.547454985878
1,0,0,0,0,0,0,0,0,0,0,0,0,0.933653011036,0.176165538374,0.103675318177,0.350496802722,1.30433440237,0.523069107132,0.381477207857,0.476301970361,0.42820102728,0.226943156274,0.192971984944,0.0728760536814,0.420302315598,0.121180286523,0.763965754142,0.493371557531,1.25331963398,1.2781998746,1.13983757707,0.17489486951,0.347726748203,0.268202059914,0.445046113197,0.484849159449,0.592469480311,0.431309064921,0.169157198897,2.19607497729,0.550850065562,1.18931894168,0.192044965638,1.51418643406,1.84271517551,1.90753760827,0.852199547716,0.0883664815266,1.18385413363,0.173969797383,0.688426328644,0.451983845533,0.55139277319
1,0,0,0,0,0,0,0,0,1,0,0,0,0.767052486976,0.151834904813,0.410345998295,0.610374190777,1.41834789833,0.552248985064,0.393796924536,0.459127435573,0.412508075925,0.225987455797,0.205598296093,0.0777003365252,0.440597722977,0.120422804303,0.77809481347,0.495713756749,1.03004294939,1.11019780073,1.29395275849,0.181979884882,0.164045021056,0.170082203527,0.49276446543,0.509139858988,0.63184399912,0.479554640417,0.198856970995,1.54590450255,0.62303959837,1.02719395848,0.222185957368,1.08365150498,1.91697032931,1.41522830942,0.842819458246,0.071743816589,1.2016728808,0.191968314483,0.659665842991,0.521399476427,0.576610833654
1,0,0,0,0,0,0,0,0,1,0,0,0,0.957122788006,0.173381638495,0.470766139408,0.7173059799,1.47222272021,0.599008289841,0.326681497929,0.46578470227,0.38263256833,0.200521827555,0.197956211888,0.0813980126321,0.434917337986,0.132754839722,0.740641574138,0.490205150357,1.13617662803,0.996136599091,1.2968194501,0.170551397447,0.176549894869,0.197459888139,0.449581343636,0.321337169741,0.585890252941,0.43319324937,0.18717499657,2.20714991165,0.589637261138,1.24820135948,0.19090015816,1.6005081731,2.16405023153,1.67295262811,0.964975783668,0.0778080236335,1.28813018785,0.19594364377,0.658294234805,0.484965038146,0.529513270483
1,0,0,0,0,0,0,0,0,0,0,0,0,0.882838562489,0.148711718982,0.0616116305041,0.343070379564,1.5760304765,0.586234875344,0.380935639893,0.462034394551,0.468568735885,0.217580286734,0.189680859349,0.0733212102281,0.412111802334,0.116845407794,0.78933595458,0.459622448326,1.1716833697,1.31894722954,1.56728348165,0.178701232304,0.135381228639,0.15000269169,0.449582887768,0.427074737637,0.611106114463,0.479090930001,0.162919528599,2.03400532364,0.623301095793,1.09426510456,0.191870671189,1.34997404157,2.24565920536,1.59542982957,0.976492262842,0.0683245098435,1.25225333796,0.171786089753,0.672623375383,0.491194692848,0.530264171598
1,0,0,0,0,0,0,0,0,0,0,1,0,0.745062661648,0.200211094785,0.0615178258532,0.207455390418,2.05627930152,0.597385845593,0.349283351567,0.474829678082,0.322686628131,0.261062628944,0.214084653064,0.0852260913,0.449482182378,0.112251009145,0.861713458778,0.456088659019,1.15063052347,1.31686593973,1.44130975953,0.182251232494,0.147258093429,0.183342213186,0.577671679918,0.515821400422,0.654237111305,0.451172889387,0.169797218866,1.73647589871,0.626249651717,1.13128838807,0.228243730468,1.08807181838,2.2546255385,3.01492112415,1.52204334326,0.0857769172019,1.27333917315,0.183250020146,0.663741450937,0.429799905919,0.497358931978
1,0,0,0,0,0,0,0,0,0,0,1,0,0.732804826646,0.126722501434,0.051156490806,0.205415905207,2.06094268498,0.638814934376,0.412118576607,0.466760020815,0.247192769406,0.237300765229,0.219418008282,0.0845560500181,0.424462310302,0.138680244945,0.801300319997,0.496628324459,0.915316045824,1.17522253326,1.37394338363,0.214786222718,0.154906693465,0.185157670341,0.375748329396,0.548224201543,0.601671070893,0.470409466705,0.133012618366,1.93342899418,0.689642321194,1.20216351842,0.205818095281,1.13751441512,1.81842486908,3.20876641003,1.21048426414,0.0800031671751,1.17144777252,0.189116682743,0.502031016242,0.435650950503,0.544311864743
1,0,0,0,0,0,0,0,0,0,1,0,0,0.783950652761,0.132005112358,0.378447936329,0.518107036448,1.78256462398,0.632440350784,0.401477068383,0.435447884586,0.236580605889,0.263612503884,0.224000545412,0.0907694066038,0.410355716506,0.133468321034,0.771257683056,0.526351415063,1.10404075719,1.29991183834,1.35034482616,0.20039092731,0.0649893831191,0.12075746605,0.37802686706,0.536316853124,0.639029378694,0.47276691997,0.172285923986,2.6282101098,0.628022380271,1.11237842787,0.20425977186,1.15655161472,1.93056587666,3.00687459956,1.39506175126,0.0569146372823,1.16722388461,0.19333958527,0.59257056441,0.388683339677,0.58593071898
1,0,0,0,0,0,0,0,0,0,1,0,0,0.755825343023,0.13355329695,0.40177692731,0.499002647304,1.86513048519,0.673493380628,0.38966359928,0.454727345406,0.23755761973,0.239002907082,0.220053972392,0.0866455468678,0.428958647116,0.128430912021,0.828384501137,0.472098449044,1.08458788802,1.31872399505,1.33975475041,0.212422754201,0.0785525302731,0.126533184559,0.427966983343,0.517465420236,0.599687259761,0.440954999346,0.165278662253,2.49424216465,0.630051876873,1.21140964371,0.195290328088,1.18137149449,2.04523248417,3.28713452722,1.32423276271,0.0917347657193,1.15404653423,0.166968304113,0.549268273562,0.352302250398,0.605871259407
1,0,0,0,0,0,0,0,0,0,0,0,0,0.797052151292,0.146509335071,0.0772583013031,0.288475685768,1.54299870839,0.590275803866,0.379888414107,0.483112848183,0.397263007483,0.245119212796,0.20069368074,0.0780817535451,0.406375956362,0.127200060618,0.795102373181,0.468408123417,1.09828634325,1.24992761966,1.22366466288,0.186246369726,0.163520458221,0.172609897108,0.467347518359,0.468813909381,0.609399211847,0.465431216666,0.177689297489,1.85560313186,0.62448142551,1.13410256489,0.214766141637,1.30524732162,2.10991539567,2.05653948614,0.908824947738,0.0770868124719,1.27719350045,0.185183384235,0.714402078137,0.453548814443,0.563071369552
1,0,0,0,0,0,0,0,0,1,0,0,0,0.758280404146,0.151974531631,0.426353279123,0.663416003533,1.61286634553,0.572457132948,0.397128707198,0.469768323152,0.422987735634,0.236669757401,0.208178242009,0.0857314124522,0.43839279707,0.116205409185,0.782288978106,0.501044535864,1.00268074486,1.17651276662,1.18716649642,0.183180662685,0.170345501554,0.179183696202,0.474411052297,0.446130936114,0.60572136523,0.452744950749,0.196658611311,1.48493661834,0.638000973157,1.14158311128,0.218377314311,1.19098790054,1.93526976937,1.63651447906,0.856120260003,0.0653184311723,1.31997175758,0.178158550137,0.7282564856,0.495928366655,0.594745799572
1,0,0,0,0,0,0,0,0,1,0,0,0,0.834730229151,0.154420109702,0.425762627569,0.643147070069,1.61613250179,0.5328666602,0.405642508608,0.480041539448,0.431057345711,0.247331768085,0.202110162625,0.0820130032599,0.424788812815,0.129917791215,0.79206012779,0.480537133987,1.07588948855,1.19080028512,1.27989981267,0.188734872892,0.167135268766,0.172428488015,0.455265314723,0.421787218056,0.618464116945,0.444490201156,0.191852126242,1.7374462152,0.616702884828,1.14870606966,0.222076989527,1.18330978511,2.00479373608,1.85093516127,0.858422273969,0.0777039691465,1.23620373164,0.175450377154,0.684823222664,0.458141342826,0.602800108247
1,0,0,0,0,0,0,0,0,0,0,0,0,0.802240515291,0.168323744956,0.0628647923515,0.285381184004,1.67980433801,0.501951707848,0.369537666764,0.460505446965,0.460220922275,0.225666476596,0.207207007332,0.083351024661,0.423423517557,0.123543769307,0.805900919872,0.479353350399,1.21066584357,1.35154806671,1.39796178078,0.176920393599,0.160984603808,0.173274534053,0.554906845625,0.458631574895,0.602095308041,0.44095497905,0.18160820366,2.01215223732,0.6090572109,1.12280816411,0.214359700128,1.37168862683,2.30064133181,2.06132089206,0.931106121934,0.0673613002201,1.30030810775,0.172361908843,0.712671381119,0.332654104551,0.553391879893
1,0,0,0,0,0,0,0,0,0,0,0,0,0.754534930782,0.17344781844,0.071781133597,0.289031484404,1.57000137888,0.58413340303,0.399011004876,0.483551377965,0.524912969542,0.229110903696,0.20249808632,0.0810327669611,0.447400071537,0.116634984603,0.845493299321,0.493623373875,1.09160503504,1.19111294063,1.31626979819,0.190995044243,0.193213298976,0.193947913594,0.544120469612,0.492590239993,0.598518197571,0.439301031233,0.193839329704,1.96887230592,0.615362216828,1.03019990861,0.242367010943,1.25696200504,2.0645540678,2.15460608786,1.00928373355,0.0845070512726,1.14401140844,0.176922585305,0.659122368189,0.46868658606,0.601273593863
1,0,0,0,0,0,0,0,0,0,0,1,0,0.689620956002,0.188511451079,0.0706126686456,0.233014947838,1.83205267011,0.564214222108,0.351006568473,0.508759523418,0.394474151958,0.290895900931,0.221959641557,0.084544867041,0.475032227206,0.114269530671,0.856031049533,0.446841014117,1.11406709068,1.34150636843,1.40923727889,0.204726561442,0.135970284766,0.15866248448,0.637368132091,0.560566918943,0.674055155747,0.487447479375,0.166132697179,1.74255000922,0.641618559681,1.01681041896,0.244317210834,0.955965384579,2.05696312269,3.28723827193,1.30653852624,0.10811358696,1.23223888559,0.206449261859,0.471948358678,0.339155720384,0.545786942708
1,0,0,0,0,0,0,0,0,0,0,1,0,0.668652270636,0.198024344317,0.0602320297637,0.228803244535,1.94673460923,0.542494743388,0.33791763513,0.528964727422,0.354438654231,0.267477534876,0.213489285201,0.0865200195463,0.484777213322,0.119360809194,0.898175047287,0.430303795706,1.24275544082,1.28362961455,1.48141722939,0.193352950462,0.11225844982,0.144184633902,0.612839007465,0.535540217548,0.62072189401,0.454024306216,0.165884596818,1.82913692561,0.627936511405,1.07399080779,0.231871166552,1.04985094134,2.27896177809,3.89521476532,1.3148494106,0.0903693591683,1.32969361497,0.194104056324,0.480561157974,0.363938247878,0.519438600445
1,0,0,0,0,0,0,0,0,0,1,0,0,0.743182962189,0.207118221859,0.539307200759,0.698869141796,2.00331324247,0.593853925093,0.347535279368,0.539200925069,0.455983545825,0.259385783427,0.216149700565,0.08537412537,0.433661150615,0.114606174508,0.837907942496,0.426568112081,1.26334087388,1.38143579711,1.5380259401,0.189993090078,0.0693642007788,0.135549915954,0.602700431905,0.537694559664,0.600003474728,0.438291727062,0.178459657803,1.909824752,0.641989826615,0.996313394691,0.238482891014,1.17538340036,2.44533916838,3.67554360892,1.26737380981,0.0854626991781,1.39435211745,0.202976540154,0.566478946956,0.367602199964,0.557466573539
1,0,0,0,0,0,0,0,0,0,1,0,0,0.659763503412,0.193302063253,0.529342581247,0.663011604009,1.7221729946,0.559116778579,0.328035941071,0.536776140448,0.351917305339,0.279252574156,0.220729039648,0.0817348240213,0.461908753186,0.110190921935,0.853009849779,0.473058885105,1.19019202966,1.30726434707,1.56274618509,0.221675254302,0.0564167299185,0.133018625133,0.638847788555,0.566073249364,0.634601363298,0.433020112245,0.175878054547,1.85840642195,0.59266632949,1.01018386978,0.216564485407,1.06851851562,2.32254148913,3.45317040613,1.45367031922,0.0905276550434,1.31122955367,0.17958262432,0.656890259695,0.332435285528,0.533985461317
1,0,0,0,0,0,0,0,0,0,0,0,0,0.685484352589,0.199242190755,0.0689216985725,0.221842318797,1.88281588164,0.583973437426,0.353836870192,0.519136247194,0.338901315357,0.284007706448,0.231854752703,0.0836171918256,0.44448255495,0.117869106326,0.851945403654,0.441783840589,1.19272879738,1.40559593034,1.52649752391,0.186217276196,0.137248112359,0.160582152525,0.623292862558,0.542401526337,0.592189096785,0.483065551062,0.156997515147,2.07468078374,0.66807686593,1.02583374318,0.221326446175,0.993543912072,2.47066858427,3.69906107107,1.72711231772,0.077651570328,1.389384385,0.194180701976,0.49167299519,0.380102821216,0.556041077648
1,0,0,0,0,0,0,0,0,0,0,0,0,0.747608079538,0.141129093612,0.0638456135117,0.212053597809,1.72929262521,0.639251201749,0.362790982456,0.506753803356,0.291543373414,0.279781060623,0.236151133067,0.0815382192513,0.481470945093,0.109778702398,0.910163045211,0.466021243257,1.14453675677,1.46332626639,1.52954975967,0.19390285688,0.157435174478,0.169864005324,0.587698180441,0.561760384051,0.634125427798,0.437574068779,0.173835335877,2.20858767059,0.626079972785,1.14360324737,0.202892080255,1.0512550856,2.20810284629,3.64508143372,1.54324096576,0.0892626208611,1.26976133498,0.191398850805,0.658099944244,0.423712262156,0.624420566754
1,0,0,0,0,0,0,0,0,0,0,0,0,0.731302085643,0.172523774203,0.073918423219,0.208587715328,1.91833123511,0.618879331491,0.345122287163,0.47593414991,0.281727065608,0.289246987652,0.221684231536,0.0834600204688,0.463692597877,0.11258063998,0.88577314653,0.43942359247,1.13206187506,1.31719295211,1.40284263801,0.193661173346,0.121787393274,0.139786148338,0.648423032995,0.537768131824,0.621718443053,0.463819197853,0.161003734091,1.96569916549,0.647100443745,1.14030133863,0.222339570989,0.993205635551,2.28596225052,3.43793915398,1.36443341833,0.0923562449296,1.34010361075,0.195703038501,0.481347287195,0.332121632442,0.523006594594
1,0,0,0,0,0,0,0,0,0,0,0,0,0.70516360931,0.181065561712,0.0759855360491,0.273318751502,1.96640838538,0.614115459266,0.374653835437,0.506145174579,0.349369354102,0.288544045998,0.22600227258,0.0864812552016,0.472099907354,0.115255949618,0.913670616282,0.457927508188,1.17288532779,1.39009857753,1.42691222822,0.184937724383,0.12780538865,0.151933478658,0.639424376241,0.536940338905,0.619779825677,0.486433628535,0.166747281112,2.08133924301,0.625544554766,1.15959400421,0.224493497377,0.973037227899,2.31917183824,3.86111215128,1.48191143191,0.0942892646635,1.34604324973,0.192623904504,0.424375035436,0.339875218992,0.527720811216
