BT549,GSK690693,NRG1,5min,1.093436530385830,1.0,0.539729784655432,0.901020113512040,8.915797889891040,1.779350373359270,8.486102108407581,9.962084690742740,2.426879273960620,0.315371289383427,7.110023680465680,0.408951081395437,6.441542377429620,12.415625461753200,5.750006396086180,0.556738772352698,0.908594141899373,1.193019325237980,8.882595218503630,0.439846120928012,0.977920479409302,2.344007420342010,1.195209801937210,0.855226649222513,1.993254290961200,0.230383406847845,1.086955300549140,0.716843639155500,6.715319720363960,1.071686882796000,0.705674974227623,0.472673704159256,0.928226720074944,1.865381165455780,1.790229873493790,1.681025129962750,0.085338838363200,1.261132017894200,12.690256660333500,0.244849771170069,0.196111594329717,1.939744320345760,1.198155662401680,1.428322115412390,0.965063152602538,1.075520677642950,2.030309787821410,0.222001400480146,1.254684884192920,7.300384739543950,0.605110592240315,1.382649530183130,1.889741231337710,1.682293370168510,0.075227632229968,2.883467972094500,2.883725244082170,0.927494723147636,0.252228512717334,1.271224816401370,3.813685840531240,6.296715832982420,0.032274601235799,1.109075921244360,4.910278246653870,1.406972183263690,0.249517388565951,0.165430688708864,0.275332791104586,2.357591043625910,2.912387840322150,1.694643065970170,0.410991997084400,0.551669036145055,0.257137213545623,0.783959463214209,0.168041081697782,0.105718233366570,0.197894029785568,0.746427584631697,0.955189750268294,0.759089010652875,0.100119775540039,0.350723830151423,1.283074384244690,0.145197116088285,1.480354888818970,1.931275490345520,1.075155372279470,1.722745748247270,2.841296619756400,1.079848046201640,1.963466597195130,0.648975732943294,0.628618189338399,0.360638074715626,1.163622926544060,13.857187421974800,1.510023919653510,1.596864640628310,0.397721173427055,1.035108779827700,0.697434602028113,0.532590951049303,1.028127090187050,1.068838642638500,0.878763742422414,1.051546316730840,1.058588338159440,2.987740641794580,2.081287686679570,0.979158861503810,0.180574800407504,1.047282131406410,1.024813819039290,1.170969083708150,0.839435649645378,1.561129305268630,1.677103572519470,3.667510038727540,0.413148304951566,1.521634515786860,0.120133563018543,9.042162285448191,0.067052682318551,0.231795320714160,1.242551047389640,1.117843016745310,1.563204150390540,0.768583659226080,11.003584026723900,1.435258428550890,2.556808938262410,7.656120798330020,1.981558310957820,0.841782372366834,1.062829474786080,1.623236883593600,1.764869831302470,0.695369173287697,0.658256081332004,0.592454833136872,1.509552003338940,0.847205596016894,0.542716814750774,0.927758065913055,0.087343999965745,1.681539652851670,0.804109423232312,1.024301367341690,0.579344155735229,3.295749694351210,2.645772037511660,1.137043136057710,3.134212599554380,0.620678081054940,0.030073261902910,0.441021394598036,2.466498624630040,5.118981419873810,1.747527360796820,1.688640797211580
BT549,GSK690693,FGF1,5min,1.109683381021080,1.0,0.522182315966187,0.901674313099528,9.103899451510200,1.683533099408250,7.553196720113730,10.514697984797300,2.208459230830480,0.320357481207616,6.416852582268000,0.448604333447596,6.817822339257210,11.645720618180800,5.322075175199970,0.557953727498869,0.925662608650240,1.113078666878840,7.982201553097630,0.433819913376587,1.006225355276980,2.360189611825180,1.205636679907830,0.959268150565629,2.007622293789500,0.227256534287181,1.037539666627910,0.667629354414920,6.096125035759580,1.072339010218010,0.687976401629007,0.488220974335230,0.977154459262670,1.716955968559620,1.818686549232450,1.818884919467110,0.081736145556934,1.607557631737450,12.726268489299700,0.164618267482387,0.183593082043781,1.943506975641720,1.135697003652610,1.408049222801640,0.930636320231606,1.048394267139030,2.267110125062660,0.211142890275118,1.316631801620050,6.562792948530310,0.582960338977149,1.410043406366180,2.045051094835210,1.624896457396910,0.065635800549203,3.071729562871740,2.734537045516270,0.921327950939949,0.249877387355483,1.242248056519160,3.864822108631950,6.514056200802280,0.024236470176673,1.034550824804350,4.863558580358650,1.440737135512490,0.227755996659386,0.182890760831062,0.262937585788167,2.386201152557430,2.816491965012820,1.725396422566370,0.389062390681232,0.520162460943525,0.241616294167827,0.707233910436840,0.162578293793842,0.098697916683748,0.193317148359842,0.721647926913207,0.938571508800964,0.769872056276009,0.100840051890856,0.368454619535140,1.326414015138370,0.148630010076486,1.470203046052140,1.985309235566620,1.097595439927900,1.843565614992370,2.798644483948840,1.116059211306370,2.122001661422750,0.658819719901955,0.640320491922862,0.340843099093238,1.271945769870770,14.639398714956601,1.536093726919720,1.637261095247450,0.376003753984345,1.084472670731690,0.709000609994384,0.566175575961779,1.031130725062240,0.966743811908335,0.859887828335437,1.081909335567650,1.123387316737730,3.041973659533470,2.203289104767510,0.957339970659645,0.185843556143051,0.984610554583657,1.035184780509410,1.402673512232810,0.812372230605304,1.520305264538330,1.810855953124840,3.676130435368780,0.416006453113498,1.581782359009790,0.108556239455416,8.872060163680850,0.063675002343078,0.218221737222616,1.250160485072170,1.124308086629590,1.699495779138910,0.788799396374408,10.493024128620400,1.449424969098690,2.797778340768370,7.471633434657520,2.197407614995060,0.822500384742216,0.967948904031044,1.435161891962520,1.814545049408840,0.747637141963653,0.649966051621079,0.572987460468469,1.514804517519040,0.912765031757387,0.523210873173888,0.918377930888992,0.090147088950548,1.773126539138710,1.129727337650490,1.087622612725960,0.592527743432594,2.817109142639880,2.590042655340950,1.273821296236990,3.317099019076580,0.749453028865094,0.028867797596069,0.461798234225317,2.426417097329490,4.506294639513800,1.625436463526220,1.770788268634300
BT549,DMSO,NRG1,5min,1.121812318690560,1.0,0.565092202593237,0.891798986664924,8.732001108395760,1.699334899711010,7.161971598181370,10.496453575778300,2.232813515655020,0.288206646025390,6.771968330754480,0.453665598246180,5.919341828164380,6.063493101275590,2.478251475537480,0.602510816486326,0.932337609776470,0.968232435150539,8.140617056158501,0.433858557481376,0.966973134238110,2.286249403330810,1.257387224017780,0.888131368411934,2.089559764492100,0.233160338838533,1.049652960512040,0.653832325303929,6.684641580512650,1.017485712569360,0.670215690639309,0.506790457682837,0.889068070335063,2.021128313204400,1.723296319788890,1.728246434733960,0.091485261488881,1.447211743990420,13.013555072198800,0.159881824055362,0.208550833961291,1.748806840726980,1.267213040956030,1.314264737321560,0.947454577847472,1.061813487636260,2.110272647640120,0.224839812253899,1.283064772618570,6.362029517431840,0.587680693781390,1.384334442008990,1.860412185439910,1.636451573755680,0.072610456658865,3.024503888385870,2.901268066593080,0.911739697432997,0.239638948009284,1.251460041703300,3.378679605058560,7.171906502556490,0.030289460550343,1.095713856439630,5.092356532124360,1.414680580981780,0.275007636868591,0.178049288717607,0.267360557782267,2.351399735445270,4.410431316337600,2.535890003169640,0.399719426337314,0.569803751172111,0.239227752819539,0.688467865382405,0.215142585213101,0.102277885905503,0.196532526960133,0.772412606352319,0.882909955340142,0.760179196091369,0.100781411432393,0.406527521993140,1.287070760781550,0.145468038301780,1.414004680337140,1.920984164714820,1.071896596170760,1.892208092526280,2.773767426722050,1.162758219656540,2.052215302793980,0.649863128818445,0.653506304183954,0.346809827202978,1.332364870801480,13.664668107428300,1.533521765844290,1.570963544892540,0.382830919219771,1.090456604058880,0.763734091121255,0.556132846021709,1.049258249064900,1.161474889750150,0.870862157656595,1.427768653727170,1.044201605107680,3.066856393313890,2.055721874170110,1.015083825883130,0.190442651606255,1.028432856526460,1.022234268167930,1.412916896745120,0.797955755078592,1.383367552095210,1.737230007975850,3.459635291219930,0.441208254192477,1.482451972921180,0.115701533050374,8.030286940518741,0.056805899798282,0.234756270920277,1.224662045173920,1.094223707340550,1.642789342952070,0.808020928908063,9.929718936611840,1.384926414572190,2.980084608890230,12.173781605380800,3.009137526169370,0.835700205918276,1.025933457015820,1.666981464104830,1.665617468582900,0.656129671135315,0.672358047249862,0.575740111025411,1.462597334039170,0.939290385096493,0.544115584062066,0.863715289433142,0.097060808612738,1.807270734602930,1.083624258967930,1.021944150264250,0.587609352118883,3.373285419546100,2.701151431902100,1.204095258679910,3.083504022739280,0.677222474792667,0.029707349480796,0.438444827013676,2.369938933418380,5.181034841426160,1.662513357997550,1.834306937330030
BT549,DMSO,FGF1,5min,1.158948828779970,1.0,0.619234513597564,0.835187888420510,8.417825847587530,1.878025020416390,6.593593894136340,10.591000903993001,2.310017992596400,0.300334416954450,6.337473768931080,0.458747411539529,6.026225903034240,5.378340065176660,2.353580413676770,0.537776293339452,0.936333595542705,1.076549255441520,8.084172368280040,0.427559087898168,0.918798900089255,2.264718674966000,1.231276979317980,0.885504942592266,2.072470371465220,0.201678843534531,1.149121006410150,0.609298991586390,6.943477785775500,0.982374231865718,0.648345638327406,0.532651991332417,0.902785437816940,1.974465866872860,1.772443630470580,1.599500982630900,0.099963355701803,1.632222473854820,11.605920188030900,0.116135783737068,0.209227215707502,1.693715987027570,1.262932290204230,1.281114810801260,0.922982381900958,1.034061261598180,2.087584056400130,0.232008645039163,1.326565164803050,6.611385404791620,0.620372253145479,1.398503288035460,2.007068042196700,1.535960052558110,0.079970486831445,3.148935545535100,2.715020079369430,0.969363876766197,0.231498684227332,1.257187740425720,3.327890727296690,6.795919294374240,0.025386198521490,1.096824528418840,4.724257216599160,1.328262545092870,0.230996952513149,0.164488484414844,0.258603181219622,2.372237878406410,4.203775883524210,2.479776842177210,0.442930747654230,0.498545318141626,0.226654179326306,0.677372779466804,0.165348484506760,0.100549503208317,0.193281523511665,0.697983185251522,0.897638520357585,0.672264358749982,0.121970940762172,0.347452409976303,1.288855752557610,0.144986742452866,1.416328451037530,1.940547078241920,1.040655805694130,1.967038346761970,2.882309864665240,1.241715342894000,2.344814017552410,0.624531798521043,0.603883754118381,0.322945720968514,1.277179316957030,14.389312699172800,1.537090977301700,1.415000423408990,0.377021036863765,1.159437335891240,0.706650185596630,0.560349621199906,1.017773232356660,1.046773101588800,0.829958097725424,1.362986063553940,1.054058441053090,3.349460092299040,2.180019744745390,1.001769633910340,0.171992928975744,0.960964655046803,1.068371963319420,1.594075307323100,0.773564469801788,1.305073292852270,1.846605570410350,3.547015065012070,0.491803085303092,1.563807899542390,0.111628520452104,7.932014010052300,0.055871940880458,0.225129070855869,1.282189254059130,1.079768505139120,1.685458379176980,0.783593735893645,9.694668218890550,1.354316294996880,2.917915338075540,11.600211744776701,2.925208665169100,0.853455201227135,1.003840689092070,1.522162654378880,1.802433203792830,0.687178728905470,0.673564629797143,0.593085234032419,1.459451929199310,0.888316749293910,0.511029152575965,0.850689086956550,0.099991197462656,1.828419169659290,0.968419216760048,1.004687163161970,0.603401644188610,3.464654278352160,2.535181146215550,1.297692720902240,3.084091022089220,0.651410104062965,0.031280166231062,0.443211238621513,2.428580245273860,5.087408446576900,1.694878528807900,1.807417660648510
BT549,GSK690693,IGF1,5min,1.095876742775220,1.0,0.620356254838566,0.854464040615609,8.344235436297630,1.671176269665140,6.949205505865970,9.553708773665290,2.282132660030570,0.300367498759425,6.577449540698070,0.425457474596678,6.846322152508370,13.165453355862301,5.893270261330830,0.539057622748194,0.994963723377630,0.997693155789700,7.834778203576720,0.412233976008834,0.990542958779266,2.286369808212870,1.115862744335440,0.987564865381849,2.148948394272030,0.186589916104404,1.103930990705440,0.652111988478506,7.422834412189520,1.046471214559940,0.676417016395564,0.507907504216253,0.918665783077193,2.005210640368000,1.825783602398330,1.836025970452400,0.116811758141107,1.761074460799340,12.083410760463700,0.140566848156233,0.208551980189074,1.945722574003770,1.344532983031640,1.313883571854030,0.893999302365641,1.075228786124470,2.029753753717670,0.249702387345570,1.316236247652950,6.444663413629400,0.655571227731884,1.367612946972620,1.893588359778120,1.632173153591130,0.072705579812978,3.266471525919020,2.850851978266740,0.993053140454006,0.234831346812071,1.361661061297800,3.176111159532600,6.634146783277420,0.032591559275702,1.044196512750080,4.963342961510140,1.297007811647320,0.237250896307604,0.159508418760896,0.304356132393184,2.354241173499040,3.135037138556890,1.826314929245490,0.371514948118205,0.584135039405796,0.226473493930729,0.809465760597342,0.227864391526623,0.101656290187188,0.204413430266296,0.744071231722378,0.956016325413101,0.681312624461298,0.125847799847993,0.391567495657052,1.299425668075630,0.142958529587183,1.357984725831410,1.819114004114850,1.104809844263630,1.931158504341980,2.902428796371730,1.180386818059430,2.328358111002920,0.607044417969965,0.601187391992853,0.329310327409150,1.216093825611660,12.287698408386600,1.609800776928170,1.612920122278150,0.389447916705773,1.235026318190420,0.658112122445508,0.529516010957873,1.082418821462200,1.069064890316810,0.936237444042277,0.982088444906173,1.070560104816930,3.129050626169400,2.067826294495840,1.008037365274080,0.179106449485574,0.972230024054502,0.988679970073580,1.459496911310660,0.800299118748020,1.327485741094850,1.844721051866390,3.959212194061370,0.449420812779545,1.471928268989820,0.131744496653349,7.131951957735620,0.072979063335763,0.223343021687525,1.247322614985530,1.015585680572750,1.892470447772060,0.842115278482063,10.195207912920900,1.320944433389340,2.688535377596640,7.263419274224100,2.450374337107100,0.810936515900553,1.032230497909790,1.390245026206680,1.926863094933380,0.616202612776608,0.704342295966248,0.643008039938064,1.577297381696880,0.865039750068930,0.581479792642840,0.875408679816329,0.127155458197126,1.867031334636900,1.143010147529640,1.025863529888900,0.596816898257062,3.597270229222990,2.378615901987740,1.197158911188340,3.531133716001400,0.626365522983141,0.027395167915185,0.456006134176970,2.374960580274800,4.955351229974720,1.719370801566880,1.839024703757610
BT549,GSK690693,PBS,5min,1.044270282061720,1.0,0.618788280301088,0.923924236455102,7.934863025055830,1.598276424027750,6.865835342913490,9.248281599246271,2.284553470999530,0.292590692421731,6.066631992732090,0.434395639028258,6.180640771826250,12.438099246942800,5.644550732198250,0.549049804962522,0.976157524218064,1.059083655956580,7.779037032041840,0.431999670127065,0.974481114846284,2.037355390467280,1.124708283413120,1.031565792993150,2.056072026828630,0.208075247292918,1.117915820576170,0.670492773850677,7.375169834086030,1.098777901783320,0.712012300402460,0.527750264180151,0.974623624790250,1.985015890985520,1.672387628128810,1.463822468311100,0.115519239828822,1.681563002578310,13.342920135916300,0.176511481202326,0.204807500754253,1.837107095505890,1.233980863014620,1.247786873623290,0.913685457935180,1.017792134885490,2.028530234951490,0.248948009772952,1.316785727616180,6.592666543733330,0.637624567371727,1.382968578030910,1.967910962482260,1.504776386512610,0.067866642631312,3.060244466890520,2.705103865228450,1.034354248071200,0.252580828769603,1.324474410014150,3.303276565786510,6.427448590755460,0.028631658940777,1.142967715023120,4.630272242095490,1.380249135833500,0.260408548453612,0.181455052431553,0.307469802841811,2.236539007880580,2.881963503869430,1.735400617791950,0.376943579005185,0.549681248416773,0.213191876102489,0.813042601320650,0.182246219251643,0.103071590541149,0.213523922820761,0.769739843666564,0.856917222405945,0.789263411017969,0.105905997184300,0.369295812512994,1.245691895380160,0.143825627515161,1.450732399357940,1.892381081150930,0.950807442269934,1.874129927394060,2.439584302226830,0.989851642745625,2.166653350750270,0.641042308301349,0.609260119152506,0.333203621200507,1.214632389511110,13.513964636528700,1.520789662910530,1.626778858491140,0.389402179999264,1.102367427885310,0.691078619889773,0.566635368281131,1.017813595100210,1.040969676065350,0.908842562937000,1.078110981569570,1.140215503372010,3.026246976556930,2.029771149145890,1.034745572020490,0.173466290733492,1.010219532039060,1.049627236645200,1.471110220178480,0.792576607630933,1.459834752370270,1.719493780853700,3.952473406943950,0.451381952816802,1.372419780824150,0.121811902653843,6.817281054197940,0.067474516957698,0.210566975104522,1.197825884569820,1.068316796152260,1.567109314094110,0.843018710575206,10.345411857647200,1.284782301131760,2.287381945109550,6.556064685450290,1.926520528240080,0.795864266808433,1.013021834352090,1.356012899721700,1.909025650917700,0.613984038433135,0.598528735005115,0.608945252477265,1.399125581870870,0.908142229235672,0.552611290631120,0.879356304138486,0.110831150933298,1.693699509054550,1.128186118502210,1.037709491159130,0.579699620339531,3.563502752848670,2.433917853502550,1.160910365987690,3.136502033216960,0.580837805260835,0.021645246504865,0.457382463598691,2.433249259254580,4.786097044923880,1.759129363157090,1.825966534972370
BT549,DMSO,IGF1,5min,1.098316528847790,1.0,0.621468880646648,0.908824938043873,7.881068943196210,1.746037887911670,7.097461602148390,8.746889552033670,2.164361945708270,0.274336735927284,7.230565036946100,0.416098827688874,6.216152100394700,5.957569042129600,2.713774415914450,0.547287137670671,0.954839623364496,0.933431270829875,8.917407006344860,0.392824802812609,0.898701187705595,2.181319608049970,1.214743779666760,0.974764432656347,1.926124309590090,0.207125377772901,1.079069188775100,0.645813875835465,6.948113517697820,1.027920028283710,0.700490088110652,0.529596930254398,0.977331259109126,2.002292699477990,1.854985749699220,1.608774268590680,0.118246219948480,1.273552518030390,12.984725972890400,0.193456858653375,0.195607286924309,1.879023425684330,1.213921069388190,1.322124760181540,0.879369474820704,1.037454109379570,1.959373529081880,0.250227375878016,1.179286641067810,6.107623160815730,0.709282220299577,1.347726683124340,1.846234179980970,1.433913840861020,0.061970818901250,2.916909380672230,2.612825557478200,0.964030031308513,0.228783518855601,1.252743345149520,3.305254058633710,6.289311011875800,0.030315897073238,1.047283562934100,4.468347513588250,1.307566999562430,0.279008197589945,0.177220110759214,0.307187910587041,2.415297378547420,4.757937543352920,2.490761662775170,0.394742413326050,0.553348796030501,0.215843006465447,0.743412265732973,0.203750565821788,0.104294635172582,0.203402628923976,0.769599876054476,0.839528806491613,0.734788096830249,0.124337770542878,0.389087160555023,1.179456083806440,0.137645718926545,1.378585918220510,1.765492203221200,1.086533471753610,1.829324730096580,2.898988981236160,1.246072747035260,1.890341881995230,0.556155768950547,0.611173231478617,0.322978611447945,1.282945828462790,12.677505005112300,1.397578576912570,1.547104172054310,0.398553008196984,1.082885818020800,0.654944163567112,0.521316524529699,0.988513927536615,0.922855713829000,0.887699593593800,1.339926811377050,1.032801511310540,2.973924566356200,1.983588389338310,1.038585432391980,0.174789140929731,1.007086521784900,1.019677382693070,1.231301954360300,0.765511555602870,1.408611103321820,1.716837403933860,3.679687207345750,0.429905148132451,1.375216144660080,0.130317016744913,8.884468340519630,0.069186489347147,0.220286593276829,1.193794315208490,1.024282548488020,1.699924798774400,0.763225311648694,10.442300571572501,1.342931788516610,2.818661758599480,10.666548027094100,2.729728429379330,0.791387224464143,0.996343797843424,1.613605337096490,1.696605776294350,0.625827127868618,0.642983114318690,0.596837905876285,1.451396582225660,0.927851332899280,0.586818305461118,0.869231453366325,0.113445682153324,1.619348858519720,0.859570935337617,0.978140308894172,0.580859134919852,3.899815702964300,2.423774656939400,0.992098478534571,3.166921308661430,0.596730956295154,0.023847260901171,0.451757377281557,2.254007206152090,4.459413001831440,1.645995453567160,1.829358375286580
BT549,DMSO,PBS,5min,1.211596574481400,1.0,0.613161291552725,0.880221316095234,7.204509729634130,1.882032543169310,5.972311508473640,9.530769022897980,2.145496718701100,0.325705415257832,8.543576573328551,0.423285335626096,6.927941249058710,5.621922888916170,2.553786814764200,0.540349326589752,0.937983963508686,1.052812913988920,8.502556145715490,0.410142807721626,0.937796091015768,2.329369881227330,1.248901316110750,0.939757829853858,1.944031834030320,0.191761283384320,0.996437902972590,0.613782535682675,6.626004056481400,1.085426581960850,0.668505801503266,0.502464325016812,0.943920067010197,2.039524539424380,1.938974602635120,1.903372248540960,0.111868535900065,1.478894069641130,13.278118817145700,0.200040126368770,0.213965455903228,1.734466994592670,1.210427673391340,1.270887159258960,0.909784518219939,0.995509099846644,2.105211966609880,0.235887826078805,1.043125918302290,6.864680502250400,0.649896509065736,1.463656861106460,1.814500501613430,1.384901194970990,0.064174851900301,2.832615610851330,2.626029553762590,0.964572231320116,0.242692593934705,1.319022796435900,3.325749573057510,6.250791129722650,0.031353153561649,1.030840032091170,4.329517850693270,1.417278576721020,0.245116274564960,0.169661739596772,0.291016836549902,2.583240234739100,4.247823000146810,2.509340324263130,0.404462180699758,0.549824990957000,0.233007967845316,0.730783609969837,0.191522753039908,0.109090010658634,0.201547249857611,0.800144185683230,0.847207386384500,0.771128523120017,0.124716520151068,0.371246829599214,1.259214140217080,0.131048432787618,1.426754100808060,1.813923295549860,1.161555206766250,2.030698257339750,3.228271574329700,1.275306633187040,2.059756579200740,0.547662968513528,0.690097053691843,0.315600988386656,1.224401602894120,13.571521516389000,1.473087204922510,1.587865914208760,0.381913301148127,1.176816920047230,0.684062573607963,0.500577718048587,1.021257473274990,0.946210154463531,0.895586248121264,1.238359474234640,0.990081565134552,2.863617182974820,1.976508634462370,1.253902145506350,0.179131601093156,1.015127567814740,0.921228555635382,1.078177634970750,0.802420852388484,1.430829505213810,1.848276050655190,3.664571351170100,0.450572002469211,1.450918330080040,0.143302389149477,8.686539908018220,0.073644915881078,0.202863709721276,1.220209917515260,0.953351050455449,1.784989585195510,0.799017416522546,11.174666561334400,1.342654286100150,3.167012385941210,11.976113645091701,2.715367665453210,0.931399206803573,1.119615639503390,1.470858342981250,1.803721089033840,0.631543728025423,0.741425872906158,0.618838576824580,1.492978074576780,0.909882488207299,0.582693396262459,0.823907333378665,0.107315061593003,1.682999693167700,0.989459488090110,0.968224058299206,0.565552790217638,3.605413522360110,2.801712017614520,0.964109263962129,3.300615451457200,0.611800945517380,0.026036917894927,0.435023402296459,2.080243462136290,4.575023483205030,1.598731054343530,1.761015632067460
BT549,GSK690693,NRG1,15min,1.028381145725200,1.0,0.553037221143922,0.907174637000333,8.968437848573741,1.770777630571090,8.166526895840621,10.255992548408200,2.410541726061880,0.387786664184583,7.466678732336570,0.419078694597837,6.594172048072930,12.248391404635800,6.457834085531710,0.538981266830813,0.966346432300468,1.161396418144170,8.750631883355640,0.453259718503353,1.023511610266030,2.527694574369530,1.255429039637390,0.893131111718367,2.164235116029800,0.223066828240264,1.101722773140000,0.635851868962165,7.338211604732740,1.176473062460050,0.705985714272660,0.489814773967798,0.984640381419616,2.046084750253390,1.870011513582110,1.965271037986240,0.082350016928755,1.686964294751460,13.128896234660900,0.175745741000906,0.205056447106870,2.091669687265970,1.142175096984580,1.298752450975660,0.961608150094860,0.913725873343673,2.405405626181600,0.218325296225035,1.356351518615330,8.044213412437781,0.566618107407822,1.484369803518040,1.901751019890710,1.650513383247520,0.063908590382460,3.163386021592160,3.047077876915190,1.007290885299000,0.247499810852940,1.237065614701190,4.004807740965120,7.302783884782650,0.027736622821892,1.046716325994920,5.292697542314880,1.256465739917010,0.245481334868827,0.170795669327916,0.266588018328066,2.511785520364240,2.866414158417900,1.743756329616120,0.385989430698715,0.560834284829203,0.254778389387933,0.777637966767758,0.167922016513660,0.107111846173475,0.192656661851794,0.734514907522604,0.909626725089840,0.734939486259813,0.102177567715174,0.330983098336390,1.366772137318920,0.153120504639857,1.462253960646070,2.094139041184370,1.137382375263990,1.975609081655170,2.989533001156940,1.085027071720830,2.104352931889270,0.631403165986000,0.633744043154730,0.347943662611318,1.165474838800490,15.202673105225800,1.610105148069370,1.619544160242790,0.382992521230968,1.026123504638990,0.647839024897910,0.550740006890554,1.078573949042110,0.973676069546655,0.881950699112554,0.991490853487564,1.094777604777990,3.268129169681310,2.376046429722030,1.021031607605170,0.186889595358056,1.036898145908900,1.050592507474210,1.361082565509270,0.835250395470046,1.552763736642890,1.890129765127440,3.936922650208010,0.439828459053034,1.564454476531520,0.116879966653092,8.380391169079671,0.055733813173835,0.226489063224665,1.220883665624940,1.177523959977930,1.663388853733640,0.814555812821371,11.283886650451100,1.567189436889560,2.647314564392740,9.791778368220770,2.394184300212570,0.852250404225064,0.997441694946120,1.543874181747410,1.646053236192540,0.649283290943959,0.686809024272015,0.611658390478114,1.515207130034450,0.829945735558399,0.547958473709790,1.035422296146320,0.096617777614439,1.776977519218160,0.718046561728623,1.060474108417190,0.606132797321809,3.739619396234370,2.691361531587070,1.285642691675240,3.243342412254790,0.753134108587095,0.033225076413616,0.467886839764609,2.656581254187810,5.234772764426050,1.598558046331120,2.066847503840740
BT549,GSK690693,FGF1,15min,1.043724957024550,1.0,0.561649742159166,0.929471975223161,9.877497998045961,1.563518765576910,7.357943446849980,10.442056991756900,2.134208600111800,0.389772162659156,6.839355259386030,0.464355992407918,6.587081319782590,11.195050110633000,5.769646746296210,0.574306292780463,0.961372679135944,1.103238427241310,8.679813147810361,0.452381235887638,0.994059462777570,2.258501412095570,1.215961863411830,0.939531861103800,2.146226724938110,0.213107654979138,1.135888067324360,0.690366277570346,7.092287612385070,1.126993983618270,0.726734770106093,0.485086810657600,0.856322433342068,1.730118459084430,1.839760809009370,1.525120821441540,0.080972415621210,1.714163166049960,13.303061577081600,0.143491731457367,0.193580914101898,1.946607809145930,1.107710182372720,1.337889968388390,0.976274156890558,0.876065812212519,2.295209310956530,0.216404508586698,1.266361475816200,6.788928832444660,0.571860026589807,1.487158877373160,2.028887378549500,1.592094434997720,0.061264153947344,3.166368874428370,2.824508074203050,0.977564368325387,0.235740159980437,1.249112891519200,3.896910851586120,6.857814443352270,0.027401780340146,1.112662076878130,4.556652702242460,1.302556505648680,0.252336849665192,0.170558102348497,0.257376660332228,2.359975793499420,2.372840688400120,1.479241336649730,0.394139188142711,0.537489507876082,0.251670310258859,0.733709700137129,0.168945939260722,0.104014240620002,0.196819264002285,0.742706384261491,0.910278378116873,0.732781260493962,0.103051135925184,0.166411340493525,1.351541847855180,0.122720823305120,1.464204276975660,1.972807311646360,1.132492155260200,1.913364653135480,2.788564108859350,1.107851122164350,2.228870033503290,0.636060941855772,0.598896388154966,0.334217082127038,1.163232356363610,15.318360380713500,1.559597787076340,1.621140424630280,0.373191999163940,1.180032812055270,0.655964027419630,0.561330247152257,1.049267106294190,1.029077920755660,0.851638283087348,0.887278641018517,1.053165110828800,3.083903061681980,2.323264601046100,0.942993629528416,0.177055041842649,0.983959220751243,1.031737961483120,1.392844024311940,0.832976680690192,1.500483104059530,1.890370641568630,3.707282405223820,0.444666016940155,1.467650434824510,0.117090367177376,7.165694923942470,0.063546309478754,0.232725924339551,1.302607218665600,1.186111492185100,1.709229886980540,0.815585436265127,10.665945622197800,1.530079366647930,2.444376893973180,8.261984672889390,2.371676708979960,0.967062946736366,0.970968392961211,1.491979243420030,1.740959136631500,0.643419579622930,0.693455083217549,0.592345709874200,1.434612362213830,0.852752678695067,0.561941895674143,0.913836086746674,0.089686974935842,1.734022336862160,0.839362786810357,1.043769557242690,0.600656023749470,3.701811957288250,2.665312455986460,1.314731128602230,3.145523042841210,0.730247680037458,0.038263283555812,0.464035278370368,2.361593208833990,5.179197013668050,1.568814433421110,1.864735453791780
